# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 143K of event 'task-clock'
# Event count (approx.): 720934583250
#
# Overhead  Command          Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .................................................  ...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  VLLM::EngineCor  python3.10                                         [.] _Py_HashPointer
     0.00%  VLLM::EngineCor  python3.10                                         [.] _Py_dg_strtod
     0.00%  VLLM::EngineCor  python3.10                                         [.] free@plt
     0.00%  VLLM::EngineCor  python3.10                                         [.] pthread_cond_signal@plt
     0.00%  VLLM::EngineCor  python3.10                                         [.] pthread_mutex_lock@plt
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000078b57
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000078b6f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000007c843
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000000833f9
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000000860b8
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000000ec03f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000000ecc17
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc14
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc16
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc2a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc31
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc6a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc7e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc94
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ccc6
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ccfe
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cd01
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cd58
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ce00
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ee30
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ee40
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ee74
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000150263
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000150320
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000150323
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000150326
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000150346
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000150453
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015052c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001505a8
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001505d8
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001515ee
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000151624
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152054
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152214
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152310
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152480
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001525da
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015263f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152718
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001529fb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152a02
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152a18
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152a1b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152a5b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152a9e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152ab7
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152ac6
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152ac7
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152acb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152ad4
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152b29
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152b87
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152e43
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153039
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153228
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001532b4
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153555
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153a64
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153cbf
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153d20
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153d40
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153d72
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153d76
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153e70
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153e91
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153e9a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000158de9
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000158ee7
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000159156
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015924b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015a001
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015a057
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015a06b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015a0ba
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015ae50
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015ae56
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015ae5d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015ae90
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015aef6
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015aefa
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af12
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af55
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af6f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af80
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af95
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b012
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b01f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b033
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b04a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b0c3
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b0d9
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b101
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b11f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b255
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b26e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b278
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b37f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b440
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015c494
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015c4fb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015c53e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000161ed6
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000161f16
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000016213a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001625f5
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001644fc
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000164559
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000016460d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000016633f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001664e0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000016660a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001679df
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001679ec
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001679f4
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000167cd4
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000167cf8
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000016894f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168960
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168976
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001689f7
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a2f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a44
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a49
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a57
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a5b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a75
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a82
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168abc
